Time,Accel_x,Accel_y,Accel_z,PitchSpeed,YawSpeed,RollSpeed
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,12.45,10.3,47.4
7/26/2018 3:29:13 PM,0.1067448,-0.9914204,-0.07543946,10.75,9.7,48.2
7/26/2018 3:29:13 PM,0.1067448,-0.9914204,-0.07543946,10.75,9.7,48.2
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,9.8,10.1,48.75
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,9.8,10.1,48.75
7/26/2018 3:29:13 PM,0.1067448,-0.9914204,-0.07543946,9.5,10.95,48.45
7/26/2018 3:29:13 PM,0.1067448,-0.9914204,-0.07543946,9.5,10.95,48.45
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,8.55,11.55,48.1
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,8.55,11.55,48.1
7/26/2018 3:29:13 PM,0.09381998,-0.9928883,-0.07328461,8.6,11.45,48.2
7/26/2018 3:29:13 PM,0.09381998,-0.9928883,-0.07328461,8.6,11.45,48.2
7/26/2018 3:29:13 PM,0.09290404,-0.993027,-0.07256915,9.2,12.35,45.45
7/26/2018 3:29:13 PM,0.09290404,-0.993027,-0.07256915,9.2,12.35,45.45
7/26/2018 3:29:13 PM,0.1035948,-0.9919214,-0.07321324,10.1,11.5,48.35
7/26/2018 3:29:13 PM,0.1035948,-0.9919214,-0.07321324,10.1,11.5,48.35
7/26/2018 3:29:13 PM,0.09381998,-0.9928883,-0.07328461,11.55,11.4,47.4
7/26/2018 3:29:13 PM,0.09381998,-0.9928883,-0.07328461,11.55,11.4,47.4
7/26/2018 3:29:13 PM,0.1067448,-0.9914204,-0.07543946,11.8,12.2,45.7
7/26/2018 3:29:13 PM,0.1067448,-0.9914204,-0.07543946,11.8,12.2,45.7
7/26/2018 3:29:13 PM,0.1078374,-0.9912431,-0.07621165,9.2,14.65,43.4
7/26/2018 3:29:13 PM,0.1078374,-0.9912431,-0.07621165,9.2,14.65,43.4
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,6.4,14.75,42
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,6.4,14.75,42
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,4.7,14.4,40.8
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,4.7,14.4,40.8
7/26/2018 3:29:13 PM,0.1216978,-0.9894559,-0.07852825,1.95,15.5,37.25
7/26/2018 3:29:13 PM,0.1216978,-0.9894559,-0.07852825,1.95,15.5,37.25
7/26/2018 3:29:13 PM,0.1317145,-0.9852247,-0.1094694,0.65,16.6,34.7
7/26/2018 3:29:13 PM,0.1317145,-0.9852247,-0.1094694,0.65,16.6,34.7
7/26/2018 3:29:13 PM,0.1176441,-0.9873526,-0.1062775,-2,17.95,45
7/26/2018 3:29:13 PM,0.1176441,-0.9873526,-0.1062775,-2,17.95,45
7/26/2018 3:29:13 PM,0.1262938,-0.985309,-0.1149608,-0.55,16.3,44.15
7/26/2018 3:29:13 PM,0.1262938,-0.985309,-0.1149608,-0.55,16.3,44.15
7/26/2018 3:29:13 PM,0.1226107,-0.9861593,-0.1116082,2.65,16.35,48.7
7/26/2018 3:29:13 PM,0.1226107,-0.9861593,-0.1116082,2.65,16.35,48.7
7/26/2018 3:29:13 PM,0.1023275,-0.989585,-0.1012447,9.650001,17.55,53.3
7/26/2018 3:29:13 PM,0.1023275,-0.989585,-0.1012447,9.650001,17.55,53.3
7/26/2018 3:29:13 PM,0.1023275,-0.989585,-0.1012447,18.35,14.8,59.15
7/26/2018 3:29:13 PM,0.1023275,-0.989585,-0.1012447,18.35,14.8,59.15
7/26/2018 3:29:13 PM,0.1023275,-0.989585,-0.1012447,23.25,12.35,62.15
7/26/2018 3:29:13 PM,0.1023275,-0.989585,-0.1012447,23.25,12.35,62.15
7/26/2018 3:29:13 PM,0.1077828,-0.9893948,-0.09736902,31.65,11.65,73.3
7/26/2018 3:29:13 PM,0.1077828,-0.9893948,-0.09736902,31.65,11.65,73.3
7/26/2018 3:29:13 PM,0.108797,-0.9891932,-0.09828522,36.1,14.5,71.95
7/26/2018 3:29:13 PM,0.108797,-0.9891932,-0.09828522,36.1,14.5,71.95
7/26/2018 3:29:13 PM,0.08082445,-0.9942276,-0.07056103,44.95,19.4,76.75
